CustomerID,Recency,Frequency,Monetary,Tenure,AOV,Cluster
13212,20,3,788.08,42,262.6933333333333,2
13213,57,5,1520.58,143,304.116,2
13216,268,1,333.74,1,333.74,0
13217,122,3,533.98,35,177.99333333333334,2
13218,127,1,62.63999999999999,1,62.63999999999999,1
13220,78,4,819.2900000000001,159,204.82250000000002,2
13221,240,2,844.86,120,422.43,2
13223,200,2,163.20000000000002,32,81.60000000000001,1
13224,60,2,2152.95,92,1076.475,2
13225,3,7,6463.84,359,923.4057142857143,3
13226,273,1,108.21000000000001,1,108.21000000000001,1
13227,202,1,257.7,1,257.7,0
13228,81,1,358.0,1,358.0,0
13229,226,1,160.95,1,160.95,1
13230,4,14,2806.97,361,200.49785714285713,3
13232,13,7,1357.0,231,193.85714285714286,3
13233,74,2,605.12,262,302.56,2
13235,212,1,1031.07,1,1031.07,0
13236,25,2,744.85,83,372.425,2
13238,17,4,700.73,344,175.1825,2
13239,262,1,329.56,1,329.56,0
13240,96,4,648.7,270,162.175,2
13242,112,3,270.40000000000003,102,90.13333333333334,2
13243,203,1,600.07,1,600.07,0
13244,93,1,121.74000000000001,1,121.74000000000001,1
13245,51,1,430.5,1,430.5,0
13246,18,6,1987.3,313,331.21666666666664,3
13247,18,4,501.12,65,125.28,2
13248,125,2,465.68,65,232.84,2
13249,92,3,711.41,169,237.13666666666666,2
13253,157,2,1030.4,183,515.2,2
13255,9,2,399.51,365,199.755,2
13258,12,3,698.58,194,232.86,2
13259,62,1,292.32,1,292.32,0
13260,61,1,557.62,1,557.62,0
13261,269,2,944.1,18,472.05,0
13262,263,1,200.29,1,200.29,1
13263,1,35,7443.85,324,212.68142857142857,3
13265,53,5,2107.66,221,421.532,2
13266,11,12,3834.2599999999998,246,319.52166666666665,3
13267,3,19,4521.49,365,237.97315789473683,3
13268,18,10,3192.65,250,319.265,3
13269,1,15,5346.2300000000005,369,356.41533333333336,3
13270,366,1,590.0,1,590.0,0
13271,37,1,217.38,1,217.38,1
13272,31,2,276.56,59,138.28,2
13273,113,1,138.98,1,138.98,1
13276,64,2,590.9300000000001,37,295.46500000000003,2
13277,16,4,258.4,118,64.6,2
13278,41,1,542.73,1,542.73,0
13279,78,1,137.75,1,137.75,1
13280,122,3,814.86,215,271.62,2
13282,18,3,1132.14,203,377.38000000000005,2
13283,60,2,93.66,126,46.83,1
13284,331,1,201.19,1,201.19,1
13285,23,4,2709.12,267,677.28,3
13291,156,1,361.11,1,361.11,0
13292,39,2,578.9399999999999,246,289.46999999999997,2
13294,190,2,873.74,60,436.87,2
13295,360,1,201.20000000000002,1,201.20000000000002,1
13296,137,1,87.4,1,87.4,1
13297,8,4,2089.85,60,522.4625,3
13298,1,1,360.0,1,360.0,0
13299,268,1,142.5,1,142.5,1
13300,169,1,371.89,1,371.89,0
13301,104,4,600.19,189,150.0475,2
13302,155,1,63.75,1,63.75,1
13304,351,1,300.42,1,300.42,0
13305,4,10,2000.86,369,200.08599999999998,3
13307,120,1,15.0,1,15.0,1
13308,23,3,1385.51,181,461.83666666666664,2
13309,7,5,1456.79,302,291.358,3
13310,28,3,1132.03,297,377.3433333333333,2
13311,4,2,598.57,146,299.285,2
13313,22,5,1555.32,318,311.06399999999996,2
13314,2,3,775.94,73,258.6466666666667,2
13316,37,4,5977.7300000000005,218,1494.4325000000001,3
13317,66,6,2273.68,293,378.94666666666666,2
13318,1,3,640.76,37,213.58666666666667,2
13319,5,26,10845.550000000001,361,417.1365384615385,3
13320,78,4,1548.7,136,387.175,2
13321,72,2,567.36,15,283.68,2
13322,17,1,199.48000000000002,1,199.48000000000002,1
13323,3,5,787.85,82,157.57,2
13324,36,10,7121.95,325,712.1949999999999,3
13325,82,1,675.3,1,675.3,0
13327,39,8,3627.77,327,453.47125,3
13328,316,1,1308.48,1,1308.48,0
13329,32,2,789.0,336,394.5,2
13330,93,3,1140.93,224,380.31,2
13332,14,1,350.9,1,350.9,0
13334,82,3,3536.82,224,1178.94,3
13336,77,1,795.12,1,795.12,0
13338,158,1,487.02,1,487.02,0
13339,201,1,860.12,1,860.12,0
13340,45,7,10736.48,232,1533.782857142857,3
13341,261,1,775.85,1,775.85,0
13343,178,1,353.43,1,353.43,0
13344,68,3,2543.72,210,847.9066666666666,2
13345,288,1,389.5,1,389.5,0
13347,70,1,341.36,1,341.36,0
13348,64,1,233.76,1,233.76,1
13349,11,1,247.32,1,247.32,0
13350,16,2,979.12,64,489.56,2
13351,66,1,373.94,1,373.94,0
13352,60,1,397.97999999999996,1,397.97999999999996,0
13354,71,1,743.53,1,743.53,0
13355,122,1,674.7,1,674.7,0
13356,80,1,768.24,1,768.24,0
13357,257,1,609.95,1,609.95,0
13358,269,1,439.03,1,439.03,0
13359,64,1,439.56,1,439.56,0
13362,9,4,3090.7400000000002,279,772.6850000000001,3
13363,18,2,992.5,27,496.25,2
13364,71,1,134.95999999999998,1,134.95999999999998,1
13365,34,2,2225.37,185,1112.685,2
13366,50,1,56.160000000000004,1,56.160000000000004,1
13368,257,2,623.4,81,311.7,2
13369,366,1,308.28000000000003,1,308.28000000000003,0
13370,372,1,754.87,1,754.87,0
13372,90,1,378.64,1,378.64,0
13373,61,3,3312.25,216,1104.0833333333333,3
13375,89,1,778.65,1,778.65,0
13376,99,3,1019.76,136,339.92,2
13379,26,3,572.56,111,190.85333333333332,2
13381,32,6,3639.31,268,606.5516666666666,3
13382,281,1,222.99,1,222.99,1
13384,31,7,4151.93,148,593.1328571428572,3
13385,330,1,534.57,1,534.57,0
13388,131,2,677.1,1,338.55,0
13389,11,3,797.96,222,265.9866666666667,2
13390,75,1,544.08,1,544.08,0
13391,204,1,59.8,1,59.8,1
13394,2,8,2520.02,309,315.0025,3
13395,185,1,307.72,1,307.72,0
13396,29,2,1360.99,291,680.495,2
13397,73,5,1544.13,267,308.826,2
13398,192,1,457.34,1,457.34,0
13402,127,2,621.23,245,310.615,2
13403,18,1,75.0,1,75.0,1
13404,1,2,252.49,212,126.245,2
13405,74,3,572.451,244,190.817,2
13408,2,62,28117.04,372,453.5006451612903,3
13410,24,5,1003.06,268,200.612,2
13411,107,1,213.55,1,213.55,1
13414,134,3,1390.5,163,463.5,2
13416,44,2,712.5,38,356.25,2
13417,5,2,640.83,201,320.415,2
13418,12,18,6127.43,361,340.4127777777778,3
13419,64,1,221.06,1,221.06,1
13420,150,2,159.85,21,79.925,1
13421,40,2,1840.58,250,920.29,2
13422,64,1,2626.3,1,2626.3,0
13425,108,3,1624.21,187,541.4033333333333,2
13426,1,10,3641.32,359,364.132,3
13427,19,3,582.6,196,194.20000000000002,2
13428,10,1,218.47,1,218.47,1
13429,11,4,1006.8,65,251.7,2
13430,19,2,679.45,68,339.725,2
13431,67,2,1269.1,22,634.55,0
13434,74,2,534.24,23,267.12,2
13435,5,7,3809.8900000000003,184,544.2700000000001,3
13436,2,1,196.89,1,196.89,1
13437,14,7,3408.06,176,486.86571428571426,3
13439,255,1,283.71,1,283.71,0
13441,92,1,296.64,1,296.64,0
13447,23,3,1129.14,13,376.38000000000005,2
13448,17,6,3539.37,358,589.895,3
13449,24,1,291.88,1,291.88,0
13450,27,6,2043.7199999999998,192,340.61999999999995,3
13451,26,5,2976.15,309,595.23,3
13452,259,2,590.0,12,295.0,0
13453,166,2,356.97999999999996,124,178.48999999999998,2
13455,25,2,1058.34,342,529.17,2
13456,18,6,1766.72,190,294.4533333333333,3
13458,7,14,9646.57,353,689.0407142857142,3
13460,29,2,183.44,21,91.72,1
13461,39,3,1445.0,125,481.6666666666667,2
13462,253,1,151.5,1,151.5,1
13464,58,1,674.68,1,674.68,0
13466,184,1,307.9,1,307.9,0
13467,11,2,1083.71,26,541.855,2
13468,2,37,5704.97,372,154.1883783783784,3
13470,99,2,165.0,16,82.5,1
13471,1,4,2531.58,47,632.895,3
13473,61,2,422.64,273,211.32,2
13474,236,1,229.59,1,229.59,1
13475,191,4,1431.78,108,357.945,2
13476,179,2,1238.47,103,619.235,2
13477,38,6,1454.58,254,242.42999999999998,2
13479,201,2,300.95,34,150.475,1
13481,46,5,1804.56,212,360.912,2
13482,232,1,184.64,1,184.64,1
13483,66,1,140.34,1,140.34,1
13484,241,1,313.8,1,313.8,0
13485,233,1,454.24,1,454.24,0
13486,78,3,1122.41,77,374.1366666666667,2
13487,58,3,575.4,296,191.79999999999998,2
13488,17,13,8968.31,351,689.87,3
13489,105,4,449.52,190,112.38,2
13491,52,10,1215.82,321,121.582,2
13492,136,3,1269.84,79,423.28,2
13493,275,2,498.63,12,249.315,0
13494,312,1,316.26000000000005,1,316.26000000000005,0
13495,8,5,2044.8700000000001,361,408.97400000000005,3
13496,11,2,653.33,350,326.665,2
13497,283,2,348.05,86,174.025,2
13499,18,5,1159.11,253,231.82199999999997,2
13500,23,3,1166.77,100,388.92333333333335,2
13501,288,1,1340.32,1,1340.32,0
13502,17,3,292.0,308,97.33333333333333,2
13503,71,1,216.85,1,216.85,1
13504,64,1,295.93,1,295.93,0
13505,73,4,3633.63,160,908.4075,3
13506,316,2,458.52,54,229.26,2
13507,3,4,2479.16,143,619.79,3
13508,244,1,110.97,1,110.97,1
13509,9,6,964.72,276,160.78666666666666,2
13510,1,4,1791.56,183,447.89,3
13512,261,1,251.21,1,251.21,1
13513,127,1,205.1,1,205.1,1
13514,74,1,152.20000000000002,1,152.20000000000002,1
13515,73,4,891.12,176,222.78,2
13516,21,3,1389.41,218,463.1366666666667,2
13517,60,3,2128.42,121,709.4733333333334,2
13518,86,1,659.4399999999999,1,659.4399999999999,0
13519,78,1,122.75,1,122.75,1
13520,59,6,2984.35,313,497.39166666666665,3
13521,1,3,1092.39,9,364.13000000000005,3
13522,30,1,125.80000000000001,1,125.80000000000001,1
13523,33,5,3964.88,334,792.976,3
13524,41,5,680.1800000000001,180,136.036,2
13525,15,2,628.78,234,314.39,2
13527,34,7,2287.51,294,326.7871428571429,3
13529,79,2,307.76,126,153.88,2
13531,205,2,483.8,162,241.9,2
13532,34,1,210.31,1,210.31,1
13533,183,3,270.79,85,90.26333333333334,2
13534,2,25,5870.08,356,234.8032,3
13536,1,7,3448.29,75,492.61285714285714,3
13538,43,7,1280.85,273,182.97857142857143,2
13539,86,3,631.34,224,210.4466666666667,2
13544,40,2,291.41,201,145.705,2
13546,12,3,626.99,189,208.99666666666667,2
13548,96,2,682.41,148,341.205,2
13549,26,7,918.2,217,131.17142857142858,2
13551,319,1,91.80000000000001,1,91.80000000000001,1
13552,66,12,3740.07,250,311.6725,3
13555,74,4,4149.28,129,1037.32,3
13557,28,2,584.06,253,292.03,2
13558,6,4,605.06,63,151.265,2
13560,7,1,174.37,1,174.37,1
13561,216,1,141.85999999999999,1,141.85999999999999,1
13562,82,3,1799.33,164,599.7766666666666,2
13563,84,2,777.53,56,388.765,2
13564,354,2,1198.38,14,599.19,0
13565,19,2,240.22,316,120.11,2
13566,41,2,874.71,42,437.355,2
13568,173,1,192.85,1,192.85,1
13569,17,2,372.25,351,186.125,2
13570,243,1,239.49,1,239.49,1
13571,13,12,2092.32,241,174.36,3
13572,206,1,1384.25,1,1384.25,0
13573,50,2,294.4,203,147.2,2
13575,23,5,732.0699999999999,153,146.414,2
13576,10,18,6717.34,363,373.18555555555554,3
13577,25,4,1687.6000000000001,217,421.90000000000003,2
13579,15,2,467.04,355,233.52,2
13581,309,1,118.0,1,118.0,1
13583,156,1,781.03,1,781.03,0
13584,307,1,142.4,1,142.4,1
13587,64,1,712.4,1,712.4,0
13588,16,9,2478.95,240,275.43888888888887,3
13589,15,2,379.65,165,189.825,2
13590,11,6,1981.92,292,330.32,3
13591,65,3,1117.13,203,372.3766666666667,2
13592,36,4,247.95999999999998,229,61.989999999999995,2
13593,108,5,2037.0800000000002,228,407.41600000000005,2
13594,53,1,396.97,1,396.97,0
13596,6,2,697.04,8,348.52,2
13598,47,1,180.17000000000002,1,180.17000000000002,1
13599,1,21,5153.67,366,245.41285714285715,3
13600,312,1,219.52,1,219.52,1
13601,45,2,693.32,167,346.66,2
13602,65,1,428.89,1,428.89,0
13603,26,1,164.34,1,164.34,1
13606,29,3,280.53999999999996,283,93.51333333333332,2
13607,40,1,678.01,1,678.01,0
13610,12,7,1131.88,274,161.69714285714286,2
13611,89,3,1171.8,271,390.59999999999997,2
13614,24,4,1610.46,307,402.615,2
13615,319,1,417.69,1,417.69,0
13617,40,3,544.18,141,181.39333333333332,2
13618,174,1,177.34,1,177.34,1
13621,117,1,213.85,1,213.85,1
13623,31,5,747.78,267,149.55599999999998,2
13626,253,1,257.23,1,257.23,0
13627,59,5,1638.47,299,327.694,2
13629,23,11,7792.36,316,708.3963636363636,3
13630,5,7,2031.78,281,290.2542857142857,3
13631,100,11,3070.42,168,279.1290909090909,3
13632,25,5,2121.27,219,424.254,3
13634,33,5,1575.16,294,315.03200000000004,2
13635,68,1,1071.03,1,1071.03,0
13636,37,5,949.12,249,189.824,2
13637,52,3,809.25,175,269.75,2
13638,16,1,122.64,1,122.64,1
13639,74,1,1033.34,1,1033.34,0
13642,216,1,354.8,1,354.8,0
13643,31,3,519.44,155,173.14666666666668,2
13644,16,4,2624.26,90,656.065,3
13645,120,1,252.1,1,252.1,0
13647,10,4,1678.1200000000001,226,419.53000000000003,3
13649,257,2,346.6,110,173.3,2
13650,17,6,1836.34,251,306.0566666666667,3
13651,35,2,94.2,5,47.1,1
13652,46,3,1095.08,323,365.02666666666664,2
13654,43,6,2707.33,231,451.22166666666664,3
13655,114,2,932.97,128,466.485,2
13656,165,2,379.65,173,189.825,2
13657,11,2,382.14,191,191.07,2
13658,10,5,2639.17,195,527.8340000000001,3
13659,206,2,1573.2,116,786.6,2
13662,86,3,897.76,174,299.25333333333333,2
13663,179,1,189.47,1,189.47,1
13666,60,3,84.65,228,28.21666666666667,1
13667,149,1,305.02,1,305.02,0
13668,3,21,6363.59,360,303.02809523809526,3
13669,51,2,218.55,99,109.275,2
13670,75,1,349.7,1,349.7,0
13672,301,2,186.39000000000001,31,93.19500000000001,1
13673,19,2,396.92,14,198.46,2
13675,151,2,486.82000000000005,134,243.41000000000003,2
13678,152,1,232.6,1,232.6,1
13680,1,4,3722.42,338,930.605,3
13681,18,4,827.83,138,206.9575,2
13682,187,1,59.5,1,59.5,1
13684,286,1,67.23,1,67.23,1
13685,3,7,3119.44,58,445.63428571428574,3
13686,183,1,72.0,1,72.0,1
13689,63,1,910.0,1,910.0,0
13690,59,1,172.25,1,172.25,1
13692,25,3,1488.32,212,496.1066666666666,2
13694,4,50,65039.62,370,1300.7924,3
13695,31,15,2504.13,229,166.942,3
13697,39,1,151.29999999999998,1,151.29999999999998,1
13699,155,1,308.58000000000004,1,308.58000000000004,0
13700,26,10,2265.12,301,226.512,3
13703,318,1,99.5,1,99.5,1
13704,5,9,2308.06,84,256.4511111111111,3
13705,8,3,711.86,367,237.28666666666666,2
13706,303,1,330.79,1,330.79,0
13707,267,2,806.41,49,403.205,2
13708,271,1,294.88,1,294.88,0
13709,4,13,6328.05,312,486.7730769230769,3
13710,32,1,180.48,1,180.48,1
13711,219,2,252.06,1,126.03,1
13712,247,1,228.84,1,228.84,1
13715,281,5,1079.34,92,215.868,2
13716,269,1,138.28,1,138.28,1
13717,32,6,1445.01,267,240.835,2
13718,246,2,306.55,50,153.275,1
13719,15,5,1041.68,220,208.336,2
13720,117,4,799.9,139,199.975,2
13721,36,1,524.14,1,524.14,0
13722,132,3,2375.41,152,791.8033333333333,2
13723,217,1,199.85000000000002,1,199.85000000000002,1
13725,50,8,1980.56,259,247.57,3
13726,39,2,1079.6599999999999,62,539.8299999999999,2
13727,29,2,333.48,5,166.74,1
13728,37,6,1016.14,274,169.35666666666665,2
13730,136,2,752.6,26,376.3,2
13731,219,2,610.59,28,305.295,2
13732,28,1,491.86,1,491.86,0
13735,25,4,2885.2400000000002,210,721.3100000000001,3
13736,5,2,731.9,256,365.95,2
13737,200,1,339.59999999999997,1,339.59999999999997,0
13739,18,1,216.9,1,216.9,1
13740,241,1,350.75,1,350.75,0
13741,72,3,668.4300000000001,146,222.81000000000003,2
13742,17,12,3131.02,304,260.91833333333335,3
13743,3,7,1341.6,257,191.65714285714284,3
13744,95,2,1156.36,198,578.18,2
13745,162,1,300.04,1,300.04,0
13747,374,1,79.6,1,79.6,1
13748,96,5,948.25,279,189.65,2
13750,54,5,1647.26,284,329.452,2
13751,288,1,296.25,1,296.25,0
13752,124,6,1186.28,123,197.71333333333334,2
13753,288,1,741.26,1,741.26,0
13754,152,2,282.59999999999997,166,141.29999999999998,2
13755,4,9,2161.35,60,240.14999999999998,3
13756,2,14,5189.52,366,370.68,3
13758,12,7,3190.55,362,455.79285714285714,3
13759,33,2,659.4100000000001,38,329.70500000000004,2
13760,54,2,286.79,203,143.395,2
13761,50,2,1070.65,130,535.325,2
13762,219,1,306.72,1,306.72,0
13763,63,1,1714.96,1,1714.96,0
13764,71,3,1518.76,267,506.25333333333333,2
13767,2,37,17220.36,372,465.41513513513513,3
13769,2,10,2796.51,366,279.651,3
13771,64,4,2634.45,183,658.6125,2
13772,34,3,1132.13,206,377.3766666666667,2
13774,82,1,345.0,1,345.0,0
13777,1,33,25977.16,373,787.1866666666666,3
13778,103,1,178.7,1,178.7,1
13780,7,2,360.01,164,180.005,2
13781,251,1,127.84,1,127.84,1
13782,13,6,912.0,316,152.0,2
13784,10,11,2462.79,323,223.89,3
13786,367,1,230.39999999999998,1,230.39999999999998,1
13787,76,2,309.04,289,154.52,2
13790,4,1,348.8,1,348.8,0
13791,128,2,1516.0,41,758.0,0
13792,66,2,195.55,222,97.775,2
13798,1,57,37153.85,371,651.8219298245614,3
13799,117,2,688.86,178,344.43,2
13800,310,1,558.32,1,558.32,0
13801,67,1,324.8,1,324.8,0
13802,139,3,4599.42,173,1533.14,3
13803,255,1,277.07,1,277.07,0
13804,31,7,2635.79,260,376.5414285714286,3
13805,52,2,924.6,77,462.3,2
13806,64,1,256.38,1,256.38,0
13807,367,1,112.6,1,112.6,1
13808,6,5,1747.66,92,349.53200000000004,3
13809,305,1,155.05,1,155.05,1
13810,29,2,827.51,28,413.755,2
13811,184,2,519.75,56,259.875,2
13812,42,3,485.0,64,161.66666666666666,2
13813,40,4,1168.8600000000001,96,292.21500000000003,2
13814,92,2,1579.12,45,789.56,2
13815,22,4,3667.36,297,916.84,3
13816,24,2,499.67,41,249.835,2
13817,29,2,328.98,323,164.49,2
13819,302,3,1140.35,19,380.1166666666666,0
13821,145,2,385.64,117,192.82,2
13822,6,2,632.0,35,316.0,2
13823,19,2,957.66,73,478.83,2
13824,33,5,1698.94,278,339.788,2
13826,176,1,189.5,1,189.5,1
13827,58,3,412.05,86,137.35,2
13828,22,1,209.49,1,209.49,1
13831,16,6,2202.99,354,367.16499999999996,3
13832,19,1,52.199999999999996,1,52.199999999999996,1
13833,159,1,384.8,1,384.8,0
13835,25,4,834.57,191,208.6425,2
13837,212,2,271.24,106,135.62,2
13838,6,4,691.73,365,172.9325,2
13841,253,1,85.0,1,85.0,1
13842,59,9,3385.62,309,376.18,3
13844,11,1,361.62,1,361.62,0
13845,65,1,312.98,1,312.98,0
13846,25,3,865.0600000000001,336,288.35333333333335,2
13848,92,3,1255.0,274,418.3333333333333,2
13849,52,2,1537.95,120,768.975,2
13850,129,1,1595.48,1,1595.48,0
13851,96,3,2651.46,193,883.82,2
13853,57,1,1090.14,1,1090.14,0
13854,9,25,8109.5199999999995,357,324.38079999999997,3
13856,169,3,388.5,35,129.5,2
13858,57,1,216.17,1,216.17,1
13859,326,1,201.16,1,201.16,1
13860,1,5,1245.9,86,249.18,3
13862,18,8,2209.36,315,276.17,3
13863,248,1,305.78,1,305.78,0
13865,58,4,501.56,232,125.39,2
13866,74,1,145.67000000000002,1,145.67000000000002,1
13867,31,3,1015.29,187,338.43,2
13868,7,2,3192.54,32,1596.27,3
13869,123,4,3104.95,234,776.2375,2
13870,2,8,2770.94,286,346.3675,3
13871,23,13,6403.25,287,492.5576923076923,3
13873,120,3,389.6,191,129.86666666666667,2
13874,358,1,540.45,1,540.45,0
13875,54,5,1786.79,248,357.358,2
13876,64,1,122.7,1,122.7,1
13877,86,1,117.24,1,117.24,1
13878,55,1,1281.53,1,1281.53,0
13880,21,13,3219.77,346,247.67461538461538,3
13881,4,20,17159.52,309,857.976,3
13882,3,5,1191.13,62,238.22600000000003,3
13883,11,5,2674.48,243,534.896,3
13884,7,5,787.6,277,157.52,2
13885,189,2,506.8,12,253.4,0
13886,71,1,243.56,1,243.56,1
13887,204,1,349.55,1,349.55,0
13888,120,2,605.63,99,302.815,2
13889,93,1,416.90000000000003,1,416.90000000000003,0
13890,1,10,1883.8100000000002,358,188.38100000000003,3
13892,27,4,632.97,220,158.2425,2
13893,298,1,821.1,1,821.1,0
13894,24,3,564.62,287,188.20666666666668,2
13895,28,4,2593.07,137,648.2675,3
13897,50,1,311.16,1,311.16,0
13898,326,1,155.93,1,155.93,1
13899,16,2,388.52,259,194.26,2
13900,183,3,740.95,80,246.98333333333335,2
13901,72,5,2867.2,247,573.4399999999999,3
13904,37,2,332.64,258,166.32,2
13908,80,4,2369.55,197,592.3875,2
13911,57,9,2580.91,252,286.7677777777778,3
13914,12,2,626.45,25,313.225,2
13917,50,2,272.04,142,136.02,2
13918,50,2,1212.8400000000001,204,606.4200000000001,2
13919,59,2,348.81,63,174.405,2
13922,352,1,172.25,1,172.25,1
13923,54,1,351.13,1,351.13,0
13924,2,6,1838.8500000000001,71,306.475,3
13925,93,4,678.25,43,169.5625,2
13926,23,1,223.85000000000002,1,223.85000000000002,1
13927,75,1,348.99,1,348.99,0
13928,11,4,464.57,123,116.1425,2
13929,169,2,842.65,158,421.325,2
13930,58,2,337.34,79,168.67,2
13931,96,2,1237.53,186,618.765,2
13932,295,1,307.4,1,307.4,0
13933,109,2,608.7900000000001,40,304.39500000000004,2
13934,264,1,922.1,1,922.1,0
13936,180,1,376.58,1,376.58,0
13937,169,1,158.85,1,158.85,1
13938,35,1,71.66,1,71.66,1
13939,23,3,568.55,289,189.51666666666665,2
13940,17,4,839.14,127,209.785,2
13941,22,5,5112.96,351,1022.592,3
13946,79,3,561.5699999999999,189,187.18999999999997,2
13947,65,1,90.6,1,90.6,1
13948,361,1,102.0,1,102.0,1
13949,3,6,2427.32,92,404.55333333333334,3
13950,11,4,745.06,236,186.265,2
13951,176,3,674.45,119,224.8166666666667,2
13952,218,2,3251.071,21,1625.5355,0
13953,7,7,3515.68,346,502.23999999999995,3
13954,2,2,439.92,70,219.96,2
13955,154,2,322.96,152,161.48,2
13956,5,5,1026.42,267,205.28400000000002,3
13959,79,3,598.2,284,199.4,2
13960,21,2,230.22,51,115.11,2
13962,22,2,169.55,224,84.775,2
13963,308,4,664.54,60,166.135,2
13967,146,1,80.7,1,80.7,1
13969,7,18,9053.94,358,502.99666666666667,3
13971,19,8,2758.26,267,344.7825,3
13972,71,2,190.25,132,95.125,2
13973,287,1,264.7,1,264.7,0
13974,49,1,413.59000000000003,1,413.59000000000003,0
13975,31,6,2526.28,246,421.0466666666667,3
13976,207,1,357.98,1,357.98,0
13978,15,2,196.79000000000002,31,98.39500000000001,1
13979,73,1,869.87,1,869.87,0
13980,60,1,200.14,1,200.14,1
13982,39,4,1871.81,327,467.9525,2
13983,30,12,2603.43,338,216.9525,3
13984,27,5,920.51,340,184.102,2
13985,4,15,7060.13,261,470.67533333333336,3
13986,17,1,320.46,1,320.46,0
13988,20,6,4147.96,235,691.3266666666667,3
13989,66,2,1266.08,174,633.04,2
13990,213,1,311.3,1,311.3,0
13991,12,6,854.97,132,142.495,2
13992,30,1,76.8,1,76.8,1
13993,43,9,3466.36,288,385.1511111111111,3
13994,4,6,2313.14,145,385.5233333333333,3
13995,15,5,1393.69,231,278.738,2
13999,10,12,3901.81,352,325.1508333333333,3
14000,211,1,635.66,1,635.66,0
14001,46,3,2043.0800000000002,328,681.0266666666668,2
14002,134,2,529.73,23,264.865,2
14004,43,7,4582.64,246,654.6628571428572,3
14005,10,5,2874.72,207,574.944,3
14006,116,3,962.19,197,320.73,2
14009,198,2,695.61,8,347.805,0
14012,278,1,328.8,1,328.8,0
14013,110,3,473.02,166,157.67333333333332,2
14014,77,1,505.18,1,505.18,0
14015,53,1,917.34,1,917.34,0
14016,162,4,4341.21,196,1085.3025,3
14019,47,3,1421.61,92,473.86999999999995,2
14020,17,2,642.8,72,321.4,2
14021,155,3,631.9,102,210.63333333333333,2
14022,225,1,440.0,1,440.0,0
14023,7,2,584.07,243,292.035,2
14024,122,2,327.7,3,163.85,1
14027,61,1,104.82,1,104.82,1
14029,63,2,467.66,81,233.83,2
14030,18,8,2360.09,349,295.01125,3
14031,7,19,17286.86,366,909.8347368421053,3
14032,2,11,2975.59,365,270.5081818181818,3
14034,22,3,651.8199999999999,136,217.2733333333333,2
14035,29,5,1428.02,269,285.604,2
14036,285,1,626.65,1,626.65,0
14037,176,2,147.20000000000002,189,73.60000000000001,1
14038,78,3,1560.38,129,520.1266666666667,2
14039,33,1,152.2,1,152.2,1
14040,41,12,3614.92,291,301.24333333333334,3
14041,266,1,141.41,1,141.41,1
14044,27,4,652.82,284,163.205,2
14045,109,4,1659.75,265,414.9375,2
14046,284,1,151.59,1,151.59,1
14047,9,5,1308.6100000000001,365,261.72200000000004,3
14048,305,1,409.93,1,409.93,0
14049,17,4,5681.72,302,1420.43,3
14050,32,2,746.36,75,373.18,2
14051,1,23,15610.390000000001,366,678.7126086956522,3
14052,20,1,225.36,1,225.36,1
14053,124,2,260.25,36,130.125,1
14054,65,1,92.46,1,92.46,1
14055,106,1,725.6400000000001,1,725.6400000000001,0
14056,1,23,8214.65,283,357.1586956521739,3
14057,24,17,6217.96,337,365.76235294117646,3
14059,267,1,183.6,1,183.6,1
14060,5,19,6140.42,369,323.18,3
14062,10,12,10464.85,355,872.0708333333333,3
14064,29,5,1353.74,246,270.748,2
14066,267,1,152.55,1,152.55,1
14067,64,2,374.7,33,187.35,2
14068,320,1,265.85,1,265.85,0
14071,4,8,1424.0,262,178.0,3
14073,32,1,151.04,1,151.04,1
14075,5,3,942.26,257,314.08666666666664,2
14076,129,1,122.47,1,122.47,1
14077,41,5,499.41999999999996,234,99.88399999999999,2
14078,102,6,1049.37,272,174.89499999999998,2
14079,125,1,375.1,1,375.1,0
14080,33,1,45.599999999999994,1,45.599999999999994,1
14081,302,2,934.52,68,467.26,2
14082,365,1,182.25,1,182.25,1
14083,4,9,1018.43,368,113.15888888888888,3
14085,2,18,4448.54,367,247.14111111111112,3
14087,3,1,194.42,1,194.42,1
14088,10,13,50491.81,313,3883.9853846153846,3
14089,57,1,161.0,1,161.0,1
14090,325,1,76.32000000000001,1,76.32000000000001,1
14092,8,14,4076.91,351,291.2078571428571,3
14093,12,1,442.85,1,442.85,0
14096,4,17,53258.43,98,3132.8488235294117,3
14098,37,1,147.35,1,147.35,1
14099,16,11,3104.17,339,282.1972727272727,3
14100,138,1,194.9,1,194.9,1
14101,74,6,5976.79,253,996.1316666666667,3
14102,5,5,1360.28,40,272.056,3
14104,155,2,216.20999999999998,12,108.10499999999999,1
14105,239,1,1266.23,1,1266.23,0
14107,52,7,2703.23,313,386.17571428571426,3
14108,31,2,597.91,71,298.955,2
14109,73,1,144.2,1,144.2,1
14110,4,12,5683.15,264,473.5958333333333,3
14111,14,4,692.85,228,173.2125,2
14112,23,7,2915.15,254,416.45,3
14113,4,4,1840.42,352,460.105,3
14114,274,2,386.53,57,193.265,2
14116,20,5,1382.74,102,276.548,2
14117,144,1,90.0,1,90.0,1
14121,4,4,2780.15,57,695.0375,3
14124,84,1,419.58000000000004,1,419.58000000000004,0
14125,11,3,2740.43,68,913.4766666666666,3
14126,8,3,706.1300000000001,3,235.3766666666667,2
